"artist_name","popularity","genre","speechiness","duration_ms","duration_s","popularity_factor","n_songs","avg_songs","artists_factor"
"Marlon Craft",55,"hip-hop",0.289,115020,115.02,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Baby Keem",52,"hip-hop",0.425,269728,269.728,"Least Popular",22,"More songs than average","Artist with more songs than average"
"Young Dolph",47,"hip-hop",0.0988,198453,198.453,"Least Popular",35,"More songs than average","Artist with more songs than average"
"42 Dugg",49,"hip-hop",0.336,148347,148.347,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Arcángel",59,"hip-hop",0.352,255607,255.607,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Toosii",49,"hip-hop",0.26,178537,178.537,"Least Popular",27,"More songs than average","Artist with more songs than average"
"Babyface Ray",48,"hip-hop",0.264,173236,173.236,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Boslen",51,"hip-hop",0.0643,149043,149.043,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"HoneyKomb Brazy",48,"hip-hop",0.417,125237,125.237,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Mac Miller",50,"hip-hop",0.108,239955,239.955,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Rio Da Yung Og",47,"hip-hop",0.38,140069,140.069,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Cooliecut",52,"hip-hop",0.259,65045,65.045,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"JPEGMAFIA",50,"hip-hop",0.0793,120986,120.986,"Least Popular",8,"More songs than average","Artist with more songs than average"
"Tobe Nwigwe",49,"hip-hop",0.363,232615,232.615,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"NLE Choppa",50,"hip-hop",0.251,199220,199.22,"Least Popular",34,"More songs than average","Artist with more songs than average"
"lojii",50,"hip-hop",0.228,112000,112,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Gera MX",69,"hip-hop",0.0626,220301,220.301,"Most Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Prince Royce",58,"hip-hop",0.0392,184341,184.341,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Moneybagg Yo",48,"hip-hop",0.246,179398,179.398,"Least Popular",40,"More songs than average","Artist with more songs than average"
"The Kid LAROI",51,"hip-hop",0.0901,167966,167.966,"Least Popular",40,"More songs than average","Artist with more songs than average"
"ZillaKami",50,"hip-hop",0.126,173018,173.018,"Least Popular",15,"More songs than average","Artist with more songs than average"
"ZillaKami",50,"hip-hop",0.141,68158,68.158,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Xavier Wulf",48,"hip-hop",0.0987,111837,111.837,"Least Popular",11,"More songs than average","Artist with more songs than average"
"G Herbo",49,"hip-hop",0.301,244330,244.33,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Lil Baby",52,"hip-hop",0.27,206166,206.166,"Least Popular",70,"More songs than average","Artist with more songs than average"
"BROCKHAMPTON",52,"hip-hop",0.274,202560,202.56,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Logic",50,"hip-hop",0.276,240229,240.229,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Damien Styles",49,"hip-hop",0.427,166740,166.74,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"AP Dhillon",70,"hip-hop",0.256,168000,168,"Most Popular",9,"More songs than average","Artist with more songs than average"
"Bryant Myers",63,"hip-hop",0.055,205565,205.565,"Most Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Lil Baby",52,"hip-hop",0.839,186086,186.086,"Least Popular",70,"More songs than average","Artist with more songs than average"
"Big Metra",50,"hip-hop",0.266,211000,211,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"ZillaKami",50,"hip-hop",0.435,121630,121.63,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Tory Lanez",56,"hip-hop",0.252,254667,254.667,"Least Popular",31,"More songs than average","Artist with more songs than average"
"REDZED",54,"hip-hop",0.115,113814,113.814,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"nobigdyl.",47,"hip-hop",0.378,163170,163.17,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Shubh",76,"hip-hop",0.141,199206,199.206,"Most Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Hopsin",50,"hip-hop",0.247,261043,261.043,"Least Popular",5,"More songs than average","Artist with more songs than average"
"3xbravo",49,"hip-hop",0.204,153436,153.436,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"C-Kan",61,"hip-hop",0.328,221542,221.542,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Conway the Machine",49,"hip-hop",0.358,265384,265.384,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Cean Jr.",67,"hip-hop",0.0349,170263,170.263,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Dax",52,"hip-hop",0.517,182118,182.118,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Lil Baby",51,"hip-hop",0.397,187680,187.68,"Least Popular",70,"More songs than average","Artist with more songs than average"
"Wiki",49,"hip-hop",0.153,169803,169.803,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Mac Miller",49,"hip-hop",0.395,186282,186.282,"Least Popular",37,"More songs than average","Artist with more songs than average"
"GRIP",49,"hip-hop",0.0889,109125,109.125,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Isaiah Rashad",48,"hip-hop",0.166,115863,115.863,"Least Popular",13,"More songs than average","Artist with more songs than average"
"ZillaKami",50,"hip-hop",0.197,108141,108.141,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Jordan Ward",51,"hip-hop",0.116,141520,141.52,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Only The Family",50,"hip-hop",0.206,115178,115.178,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Kodak Black",48,"hip-hop",0.157,197143,197.143,"Least Popular",23,"More songs than average","Artist with more songs than average"
"D-Block Europe",70,"hip-hop",0.354,222155,222.155,"Most Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Young Stoner Life",51,"hip-hop",0.0494,225173,225.173,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Bris",47,"hip-hop",0.285,184712,184.712,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Young Stoner Life",49,"hip-hop",0.0501,226400,226.4,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Key Glock",47,"hip-hop",0.234,179787,179.787,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Kodak Black",48,"hip-hop",0.116,204461,204.461,"Least Popular",23,"More songs than average","Artist with more songs than average"
"Lil Baby",51,"hip-hop",0.159,218417,218.417,"Least Popular",70,"More songs than average","Artist with more songs than average"
"Mac Miller",50,"hip-hop",0.0537,331105,331.105,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Ski Mask The Slump God",49,"hip-hop",0.325,124120,124.12,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Ragz Originale",55,"hip-hop",0.0389,83394,83.394,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Sect Unit",53,"hip-hop",0.182,107294,107.294,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Lefty Sm",56,"hip-hop",0.092,216000,216,"Least Popular",13,"More songs than average","Artist with more songs than average"
"Sandro Malandro",65,"hip-hop",0.183,198336,198.336,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Don Omar",62,"hip-hop",0.312,221200,221.2,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Mac Miller",49,"hip-hop",0.0589,168819,168.819,"Least Popular",37,"More songs than average","Artist with more songs than average"
"BigXthaPlug",46,"hip-hop",0.185,212167,212.167,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Key Glock",47,"hip-hop",0.29,187160,187.16,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Gunna",50,"hip-hop",0.118,197093,197.093,"Least Popular",38,"More songs than average","Artist with more songs than average"
"Only The Family",49,"hip-hop",0.41,170186,170.186,"Least Popular",7,"More songs than average","Artist with more songs than average"
"Lil Nas X",53,"hip-hop",0.0311,248407,248.407,"Least Popular",20,"More songs than average","Artist with more songs than average"
"Terror Reid",51,"hip-hop",0.0996,144000,144,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Cameron Azi",51,"hip-hop",0.0361,140585,140.585,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Rio Da Yung Og",46,"hip-hop",0.386,212832,212.832,"Least Popular",15,"More songs than average","Artist with more songs than average"
"The Kid LAROI",51,"hip-hop",0.29,104693,104.693,"Least Popular",40,"More songs than average","Artist with more songs than average"
"MOD SUN",53,"hip-hop",0.0336,151989,151.989,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Powers Pleasant",49,"hip-hop",0.207,132667,132.667,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Rx Papi",48,"hip-hop",0.365,168240,168.24,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Noble Esquivel",55,"hip-hop",0.165,160311,160.311,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"IDK",49,"hip-hop",0.235,255129,255.129,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Belly",55,"hip-hop",0.319,206629,206.629,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"D. Savage",49,"hip-hop",0.278,104842,104.842,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Lil Durk",50,"hip-hop",0.0676,119172,119.172,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Rio Da Yung Og",46,"hip-hop",0.43,296882,296.882,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Marlon Craft",51,"hip-hop",0.351,106406,106.406,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Kevin Flum",52,"hip-hop",0.0688,140488,140.488,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"The Homies",50,"hip-hop",0.124,151213,151.213,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Mac Miller",49,"hip-hop",0.165,211681,211.681,"Least Popular",37,"More songs than average","Artist with more songs than average"
"Dave",64,"hip-hop",0.1,181550,181.55,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Migos",53,"hip-hop",0.226,269249,269.249,"Least Popular",14,"More songs than average","Artist with more songs than average"
"Masked Wolf",53,"hip-hop",0.0359,120880,120.88,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Logic",49,"hip-hop",0.138,330075,330.075,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Young Stoner Life",49,"hip-hop",0.424,201547,201.547,"Least Popular",11,"More songs than average","Artist with more songs than average"
"ZillaKami",49,"hip-hop",0.419,128398,128.398,"Least Popular",15,"More songs than average","Artist with more songs than average"
"BigXthaPlug",46,"hip-hop",0.279,166353,166.353,"Least Popular",21,"More songs than average","Artist with more songs than average"
"IDK",51,"hip-hop",0.0395,172105,172.105,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"G*59 fan",48,"hip-hop",0.0547,108145,108.145,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Santa Fe Klan",54,"hip-hop",0.0709,168000,168,"Least Popular",16,"More songs than average","Artist with more songs than average"
"Terry Presume",52,"hip-hop",0.106,184827,184.827,"Least Popular",2,"Fewer songs than average","Artist with fewer songs than average"
"Big Scarr",46,"hip-hop",0.343,127119,127.119,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Andy Mineo",48,"hip-hop",0.325,197520,197.52,"Least Popular",6,"More songs than average","Artist with more songs than average"
